mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gbr__learning_rate,param_gbr__max_leaf_nodes,param_gbr__min_samples_leaf,param_gbr__n_estimators,param_gbr__subsample,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,split5_test_neg_mean_squared_error,split6_test_neg_mean_squared_error,split7_test_neg_mean_squared_error,split8_test_neg_mean_squared_error,split9_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_train_neg_mean_squared_error,split1_train_neg_mean_squared_error,split2_train_neg_mean_squared_error,split3_train_neg_mean_squared_error,split4_train_neg_mean_squared_error,split5_train_neg_mean_squared_error,split6_train_neg_mean_squared_error,split7_train_neg_mean_squared_error,split8_train_neg_mean_squared_error,split9_train_neg_mean_squared_error,mean_train_neg_mean_squared_error,std_train_neg_mean_squared_error
0.05319797992706299,0.0017776265587097918,0.0008001565933227539,0.0004000964461757252,0.1,3,1,100,0.75,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 3, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.75}",-0.001779658505356361,-0.0015913422614158214,-0.001100610578963108,-0.0003799737792591891,-0.0009745002315502936,-0.001229329609751009,-0.0020650615833716405,-0.0006738060091347429,-0.001226963542926316,-0.0009765037389374404,-0.0011997749840665923,0.00047948651115334615,28,-0.0006756368279024514,-0.000740620329245287,-0.0007246919026170144,-0.0007604070532210555,-0.0007396798668002444,-0.000769128624398055,-0.0006970658307013896,-0.0007179581286846096,-0.0007914595636334195,-0.0007593054887180514,-0.0007375953615921578,3.306738627678298e-05
0.04341003894805908,0.0019216582806121992,0.0008930683135986329,0.0002984501413035156,0.1,3,1,100,1.0,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 3, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 1.0}",-0.001806278357557524,-0.0020883995239603407,-0.0017467423133027335,-0.0005083156064466782,-0.0012368534659172213,-0.001539016370624773,-0.0016992223650343593,-0.000635467688854353,-0.0013867055556812777,-0.0007532472999984702,-0.0013400248547377732,0.0005154385449375781,30,-0.0007520466299449696,-0.0007503345335247031,-0.0008174038037912432,-0.0008305656878693002,-0.0008009896978152875,-0.0008134237941795658,-0.0007915841603385376,-0.0008397690729925923,-0.0008313714117070088,-0.0007984333028761272,-0.0008025922095039335,2.9591123176140805e-05
0.048789358139038085,0.0017158761665030725,0.0009805917739868163,0.0004494634329356798,0.1,4,1,100,0.1,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 4, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.1}",-0.001363887966974943,-0.001425186759786374,-0.000791094368153456,-0.0004675972295089176,-0.0005842632737746657,-0.000801023556570071,-0.0020088924769649497,-0.00068623857350169,-0.0008278813086388749,-0.0004152522131854363,-0.0009371317727059379,0.00047969387089343793,24,-0.0006033377369410048,-0.00048768436285262425,-0.00046000751523036663,-0.0006373273180710163,-0.0005384584721156758,-0.0004765212572088078,-0.000535637512007415,-0.0004955985193906985,-0.0004849817015118361,-0.000507856837012452,-0.0005227411232341897,5.451968174248198e-05
0.052135801315307616,0.0025113334295459866,0.0007999420166015625,0.0003999712072671187,0.1,4,1,100,0.2,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 4, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.2}",-0.0006054111064112003,-0.0007380501730729525,-0.0007631726603323702,-0.0005724910095510507,-0.0006301148339832523,-0.00061958144450564,-0.0013189417289245888,-0.00038768045601446436,-0.0006028845327696785,-0.0003448862167411508,-0.0006583214162306349,0.00025313905537511806,23,-0.0003272244378616758,-0.00033504139459651107,-0.0004571668080531728,-0.0003864868908984387,-0.00036546554331661716,-0.0004243894064202057,-0.00030874893872457753,-0.0002985375451064759,-0.0003655034214108041,-0.0003391994732301795,-0.0003607763859618658,4.783012409525515e-05
0.0505638837814331,0.0028290366694910547,0.0008865594863891602,0.00029829749361489743,0.1,4,1,100,0.25,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 4, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.25}",-0.0005866537979091763,-0.0008677698397378208,-0.0006219435459202511,-0.0004277772157392399,-0.00037430038302934375,-0.0005656135081415955,-0.0009904802526246965,-0.00037463854537869305,-0.0004357548357149163,-0.00033854585550546616,-0.0005583477779701199,0.00020866050017087458,22,-0.00030371691378674353,-0.00029309185746895564,-0.0003487069977810983,-0.00035240143306996684,-0.0002916923070720026,-0.0003542812748698044,-0.0002832030211664682,-0.0003269867671096244,-0.0004096017847386438,-0.000340472591480156,-0.00033041549485434633,3.6885331730743207e-05
0.05219204425811767,0.002980793642667717,0.0011070966720581055,0.0002978897415686375,0.1,4,1,100,0.5,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 4, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.5}",-0.00045422810448689607,-0.0009005169588277163,-0.0005260869667561929,-0.0002576873819559359,-0.0003535119267913041,-0.0003428893968027333,-0.0008742692957343643,-0.00027974437789515994,-0.0002939720919518778,-0.00040732191123509187,-0.0004690228412437272,0.000223176670115573,16,-0.00023768674163461098,-0.0002811218060173582,-0.00029141856866962365,-0.00027672182383705,-0.0002758865960741445,-0.00027721308642225266,-0.0002824310606109826,-0.00023176139820773204,-0.00027030230537381276,-0.00027850770914221467,-0.0002703051095989782,1.856535317078051e-05
0.05509603023529053,0.003188347310494773,0.0008008718490600586,0.0004004393660087521,0.1,4,1,100,0.75,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 4, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.75}",-0.0005935050485846871,-0.000719489279298419,-0.0005237201780694275,-0.0002811614794463949,-0.00040409924214277035,-0.00039381864766848394,-0.0011477444772331816,-0.0003018161137471844,-0.00029426263080583156,-0.00032789866198394067,-0.000498751575898032,0.0002562467615918041,18,-0.00026453173727416027,-0.00022427539387270167,-0.0002482133741445733,-0.00024608357153732254,-0.00025976895619263604,-0.00023026388331541536,-0.0002465169025460784,-0.00024829754010630107,-0.0002396164343615267,-0.0002690602549189141,-0.00024766280482696294,1.3445896314781506e-05
0.04289753437042236,0.0017572308764212516,0.0006994247436523437,0.00045788368747921247,0.1,4,1,100,1.0,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 4, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 1.0}",-0.000541374668599664,-0.0009975548532357929,-0.0006641163678396656,-0.00026413984544870994,-0.0004307159323647556,-0.00047813118160639086,-0.0008903928457801499,-0.0003642519894708908,-0.000544198773960803,-0.0003672724083521642,-0.0005542148866658986,0.00022318761600172388,21,-0.0002625156008766525,-0.00029811872925926267,-0.00023422884026809917,-0.0002395241508037287,-0.0002780102916325841,-0.00027783684108524496,-0.0002654592880555855,-0.00024388245879475187,-0.00030364716996244856,-0.00025585190906349036,-0.0002659075279801848,2.246814309927875e-05
0.05076181888580322,0.0018473208012037353,0.0009103059768676758,0.00030648478733776913,0.1,6,1,100,0.1,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 6, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.1}",-0.0003921966793413539,-0.000858530927701187,-0.00033139800379960793,-0.0008246443382887507,-0.0002491727055333553,-0.0005422619090058314,-0.0009669151305811672,-0.00031089585784839524,-0.00039428515259315385,-0.0002951410093216892,-0.0005165441714014491,0.0002535473953457584,20,-0.0002793622063368377,-0.0002678212096284285,-0.0002366832893407186,-0.00038661536374246094,-0.000280508967179799,-0.000365105308217518,-0.00028352766841743793,-0.0003205405940440956,-0.00034715974239304297,-0.0003618945611156538,-0.0003129218910415993,4.7612709132462824e-05
0.05159909725189209,0.0020662643236185213,0.0008975744247436523,0.00029922574716603057,0.1,6,1,100,0.2,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 6, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.2}",-0.0004489539385666816,-0.0006489830714258268,-0.000392385099103352,-0.0005520348571045367,-0.00031374852748603687,-0.0003483987757184683,-0.0007141285206321685,-0.0003206863054443151,-0.00031674684185856205,-0.0002715325615488738,-0.0004327598498888822,0.00014674260743233194,15,-0.00019806351330608335,-0.00022573631734374154,-0.00021487895127020082,-0.0002297173408241539,-0.00020988868931243337,-0.00022546587797078057,-0.000172352637984334,-0.00019315471556524975,-0.00020559680093118943,-0.00020922778084748043,-0.00020840826253556473,1.6545786598450212e-05
0.056106734275817874,0.008154335982263458,0.0009986400604248048,4.7864570966070575e-06,0.1,6,1,100,0.25,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 6, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.25}",-0.0005194576466222797,-0.00042686934071685807,-0.0004628223620412629,-0.0004207943350168748,-0.00021323658531538422,-0.00022156293327224133,-0.0006756678594434206,-0.0002055210369814939,-0.0002960040239162518,-0.00020824928986146098,-0.00036501854131875284,0.00015337953362422004,14,-0.00021629770480246078,-0.00016258545359462736,-0.00019706447569545655,-0.00021140605738619484,-0.00017650385613310495,-0.00016421841872878064,-0.0001736229490030859,-0.00021023086919419348,-0.00018056856366985676,-0.0002279578728867458,-0.0001920456221094507,2.2278893260618074e-05
0.07450034618377685,0.01351321603084766,0.0011000394821166991,0.0003004964335170628,0.1,6,1,100,0.5,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 6, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.5}",-0.00030543765712951496,-0.00035566203716522275,-0.0003422903825214933,-0.00036547517390263067,-0.0002458358055934817,-0.00031373341030542604,-0.0005653928817433651,-0.0003074528477275028,-0.00019783389080762598,-0.00014875196208326218,-0.0003147866048979526,0.000106743638910497,8,-0.00014412486583680712,-0.00014626424560625805,-0.00015872517963274327,-0.0001568701624215969,-0.00017946420786240535,-0.00014801969354758592,-0.0001506800192702941,-0.0001561001860510663,-0.0001335456095598484,-0.0001500630881307452,-0.00015238572579193507,1.1381436102904096e-05
0.06979973316192627,0.005912964060512905,0.0011002302169799804,0.0007002116629699657,0.1,6,1,100,0.75,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 6, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.75}",-0.0003000466212579734,-0.00039168282396800127,-0.0003126187669645802,-0.0003588616327166591,-0.00018434945149824165,-0.0002445093867883235,-0.0006797586983696938,-0.00027120652522523463,-0.0002340291553908175,-0.0001247202567609549,-0.000310178331894048,0.00014407248678960933,7,-0.00014599578532059138,-0.00014370235286746913,-0.0001599768821067075,-0.00015772406492870294,-0.00017155589360282232,-0.00012947369704839902,-0.00013822982097100322,-0.00015079338420530573,-0.00015866572075786658,-0.00014944969152382476,-0.00015055672933326927,1.1455757352155439e-05
0.047499871253967284,0.0031385761565483096,0.0009002447128295899,0.0003000907411531878,0.1,6,1,100,1.0,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 6, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 1.0}",-0.0003449724102632227,-0.00040056443885552636,-0.0005602872789574151,-0.00028239153830769773,-0.0001842714084425568,-0.00035929323880221764,-0.0007589118943250473,-0.00029164724664123545,-0.00022123461904378992,-0.0001784546273882279,-0.00035820287010269374,0.0001717193820828733,13,-0.00017463165461928073,-0.00015268955300022373,-0.0001462376618557737,-0.00014989875239254582,-0.00014127771067903397,-0.00014776131614770263,-0.00015996785154799066,-0.00014774026764578207,-0.00016678038738065492,-0.00016130364455707458,-0.0001548288799826063,9.94909542245969e-06
0.050505542755126955,0.0024321455850219993,0.000898289680480957,0.0002994759068891581,0.1,8,1,100,0.1,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 8, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.1}",-0.00046199541203584564,-0.0009986909641539938,-0.0004965894068071332,-0.0004743891944249187,-0.0003442944552515149,-0.00046141474233294105,-0.0006476564858796087,-0.00039305628365179007,-0.0004588393586374725,-0.0003496052238870766,-0.0005086531527062295,0.0001825762918805429,19,-0.00030876021392407636,-0.0003003992774344633,-0.000344114298473249,-0.0003334209598715458,-0.0003577486575715296,-0.00045177201565046885,-0.0003162390096728761,-0.0004729183049875837,-0.00035310442344783227,-0.0003325631515418835,-0.0003571040312575508,5.5628918063607215e-05
0.056416869163513184,0.006355315762738766,0.0008906841278076172,0.00029972659272008937,0.1,8,1,100,0.2,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 8, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.2}",-0.0002948465380587164,-0.0004770226061916941,-0.00025454824494982654,-0.000268485465338742,-0.00020253945064304993,-0.00039695194541181284,-0.0007538499803273907,-0.0003259191493645983,-0.0002578110627421616,-9.528336161937572e-05,-0.0003327257804647368,0.0001711582530696475,9,-0.0001574814471803874,-0.00018425795881843853,-0.00017219778616116906,-0.0001543051448048145,-0.00020592566946348354,-0.00019537786247352063,-0.00013719921907139897,-0.00014937013263560436,-0.00019781004126349263,-0.00017857944755158718,-0.0001732504709423897,2.188306259871141e-05
0.054753351211547854,0.003731090237208263,0.0009996414184570313,0.0004473464744231628,0.1,8,1,100,0.25,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 8, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.25}",-0.00018011641621722924,-0.0003397393908263254,-0.00023459145324932547,-0.0002809318376711213,-0.00028689077474767334,-0.00020398937523119102,-0.0011550412714089965,-0.0003378295514494047,-0.0002704832521101214,-0.0001179736586874561,-0.00034075869815988443,0.00027926722343626594,11,-0.0001367719110543408,-0.000147920604413522,-0.00015139231401934523,-0.00012921510447988206,-0.00012606679354920224,-0.00013712973435436252,-0.000151227363964642,-0.00015966679611885358,-0.00013743939724335732,-0.00015050900607112893,-0.00014273390252686366,1.0376503387367206e-05
0.06035292148590088,0.011364192895709044,0.0010004281997680665,0.00044744810012032417,0.1,8,1,100,0.5,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 8, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.5}",-0.0002470536909911622,-0.0003661721945660472,-0.00030708919517123673,-0.00029131387208051015,-0.00019278567483095607,-0.0001981577564464751,-0.000666969044888595,-0.0002229808376548697,-0.00019316318958804114,-0.00016942034168643014,-0.00028551057979043235,0.00014004944844240308,3,-0.00011227110382276368,-0.00011586915759442397,-0.00011075468757802969,-0.00012744415576358364,-0.00010158828878576954,-0.00011437062866870598,-0.00010679706028218547,-0.00011433033887953634,-0.0001315951940995983,-0.00013204448536759185,-0.00011670651008421884,9.827929351951333e-06
0.06470313072204589,0.018979905252933076,0.0009013175964355469,0.00030045974744792245,0.1,8,1,100,0.75,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 8, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.75}",-0.0001821995702344827,-0.0004279500713611912,-0.00028273965406833216,-0.00028907999442152383,-0.0002250616728867422,-0.00022619206419728248,-0.0004837776611338358,-0.00025612311823670073,-0.0001804253202028195,-0.00012453220059145795,-0.0002678081327334369,0.00010590183724452985,2,-0.00011762138051642728,-0.00012083585078105595,-0.00010926429632182036,-0.00012150302432779746,-0.00012094802487468874,-0.00011732461023746945,-0.00011749414914694837,-0.00011751404246807924,-0.00011813168972337727,-0.00011663013862908003,-0.00011772672070267441,3.2795607781630027e-06
0.050899720191955565,0.003080898043064279,0.0010015487670898438,3.4858068242067463e-06,0.1,8,1,100,1.0,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 8, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 1.0}",-0.00022436683558629619,-0.00044489373132512944,-0.0004417869183939986,-0.00023448180020316846,-0.0002566420881887899,-0.00024156831296501615,-0.00045320902682577277,-0.0003684481668028038,-0.0002083619309174889,-0.0001702943443530287,-0.00030440531555614924,0.00010468528379637233,6,-0.00011970152159850717,-0.00012932330882225448,-0.000124265366175456,-0.00011643406735464536,-0.00012117301531807899,-0.00011659844056020785,-0.00011612222193841659,-0.00012169217223245491,-0.00014658577105425264,-0.0001345826903082504,-0.00012464785753625243,9.231478020955171e-06
0.05931046009063721,0.005365758495752005,0.0010996580123901368,0.00030278632110597643,0.1,10,1,100,0.1,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 10, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.1}",-0.0007285615808388211,-0.00044038889311442166,-0.0006095560335489444,-0.00038973614182016787,-0.00045497104642386224,-0.0005467076558813643,-0.0006140970542688006,-0.0005105987102900675,-0.000312292299105117,-0.0003790264746699157,-0.0004985935889961483,0.00012130259697342944,17,-0.00026313492659257046,-0.00037113698017635376,-0.00032002410027661435,-0.0002715921019669335,-0.00026890696948574105,-0.000329125728191179,-0.0002263475130561005,-0.00032162374696869636,-0.000289864770884224,-0.0003084907973141144,-0.00029702476349125276,3.926975030368097e-05
0.04950337409973145,0.0026306885139633315,0.0007001161575317383,0.00045833399691793634,0.1,10,1,100,0.2,"{'gbr__learning_rate': 0.1, 'gbr__max_leaf_nodes': 10, 'gbr__min_samples_leaf': 1, 'gbr__n_estimators': 100, 'gbr__subsample': 0.2}",-0.000312094387198971,-0.0004775296869989506,-0.0002745573235929869,-0.00034828844301779566,-0.00019809724725225111,-0.0003205285827209484,-0.0009368995687530901,-0.000273405712758883,-0.00026104521006685655,-0.00016651912724623472,-0.00035689652896069674,0.00020946564085057526,12,-0.00019784152071779712,-0.0001623057649492811,-0.00016906700675838136,-0.0001941924548659954,-0.00015118126760052438,-0.0001782627393453344,-0.000170925804985707,-0.00015293980461128,-0.0001777470585069006,-0.00019001125573834545,-0.00017444746780795466,1.5483828281853018e-05
