mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgb__colsample_bytree,param_xgb__lambda,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,param_xgb__subsample,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,split5_test_neg_mean_squared_error,split6_test_neg_mean_squared_error,split7_test_neg_mean_squared_error,split8_test_neg_mean_squared_error,split9_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_train_neg_mean_squared_error,split1_train_neg_mean_squared_error,split2_train_neg_mean_squared_error,split3_train_neg_mean_squared_error,split4_train_neg_mean_squared_error,split5_train_neg_mean_squared_error,split6_train_neg_mean_squared_error,split7_train_neg_mean_squared_error,split8_train_neg_mean_squared_error,split9_train_neg_mean_squared_error,mean_train_neg_mean_squared_error,std_train_neg_mean_squared_error
0.04129912853240967,0.005349319982172995,0.002499985694885254,0.0005006092346472784,1.0,2.0,0.2,3,100,0.9,"{'xgb__colsample_bytree': 1.0, 'xgb__lambda': 2.0, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",-0.00014411476063526697,-0.00031408184119327526,-0.0003431890245707085,-0.00031053160967440884,-0.00014314664222657208,-0.00027550232220549195,-0.0004920006863931293,-0.00032560154591883413,-0.00014742457387893713,-0.00011860388845131493,-0.00026141968951479393,0.00011423525458874045,1,-8.048480155415179e-05,-7.980444382792834e-05,-9.373849551070219e-05,-7.855920374825724e-05,-8.102374571945281e-05,-8.650837450710422e-05,-8.372622111363949e-05,-8.724861190287802e-05,-8.688763078483376e-05,-9.028444797142854e-05,-8.482659766403765e-05,4.702960744353895e-06
